University,Program,Study Level,Country,Official Website
Universitas Hasanuddin,Bachelor in Agrotechnology,Bachelors,Indonesia,http://www.unhas.ac.id
McGill University,Doctor of Philosophy (Ph.D.) Atmospheric and Oceanic Sciences,PHD,Canada,https://www.mcgill.ca/
National University of Singapore (NUS),Master of Laws (Asian Legal Studies),Masters,Singapore,http://www.nus.edu.sg/
Charles Darwin University ,Master of Public Policy,Masters,Australia,http://www.cdu.edu.au/
The University of Sheffield,Landscape Archaeology (Taught),Masters,United Kingdom,https://www.sheffield.ac.uk/
Auckland University of Technology (AUT),Bachelor of Science in Geospatial Science,Bachelors,New Zealand,http://www.aut.ac.nz
Australian National University (ANU),Master of Laws,Masters,Australia,http://www.anu.edu.au
Universidad de Palermo (UP),Architecture,Bachelors,Argentina,http://www.palermo.edu
Auckland University of Technology (AUT),Master of Criminology and Criminal Justice,Masters,New Zealand,http://www.aut.ac.nz
"The Central Academy of Drama, China",General Knowledge of Stage Makeup Skills,Masters,,http://web.zhongxi.cn/en/
Universiti Tunku Abdul Rahman (UTAR),Bachelor of Marketing (Honours),Bachelors,Malaysia,http://study.utar.edu.my
George Mason University,BS in Biology/Accelerated MAIS in Interdisciplinary Studies (Energy and Sustainability Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
The University of Queensland,Graduate Diploma in Urban and Regional Planning,Masters,Australia,https://study.uq.edu.au/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=int-qstu
University of Cincinnati Online,Bachelor of Science in Health Information Management,Bachelors,United States,https://online.uc.edu/?utm_source=TopUniversities&utm_medium=banner&utm_campaign=OED-Test
Universidade de Vigo,Degree in Engineering in Industrial Organization,Bachelors,Spain,https://www.uvigo.gal
The University of Sheffield,Information Management (professional enhancement programme) (Taught),Masters,United Kingdom,https://www.sheffield.ac.uk/
Plekhanov Russian University of Economics,Finance and Credit (English),Bachelors,Russia,http://www.rea.ru
The Chinese University of Hong Kong (CUHK),Fine Arts,Bachelors,Hong Kong SAR,http://www.cuhk.edu.hk
Queensland University of Technology (QUT),Master of Business Administration (Digital MBA),,['Australia'],https://www.qut.edu.au/
National Yang Ming Chiao Tung University,Master of Arts in Education (Educational and Counseling Psychology),Masters,Taiwan,https://en.nycu.edu.tw/
Loughborough University,Sustainable Management MSc,Masters,United Kingdom,http://www.lboro.ac.uk
Università degli Studi di Pavia,European and American Literatures,Masters,Italy,https://web-en.unipv.it/
Suffolk University,MBA/MSF Dual Degree,Masters,United States,https://boston.suffolk.edu/landing/SBSgrad/?utm_source=top_uni&utm_medium=referral&utm_campaign=advanced_profile&utm_content=text&utm_term=2022-2023
University of Delaware,Honors Bachelor of Arts in Biological Sciences,Bachelors,United States,https://landing.online.udel.edu/brand-af//?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
University of Jordan,"PhD in Land, Water & Environment",PHD,Jordan,http://www.ju.edu.jo/Home.aspx
University College Dublin,Society and Public Service,Bachelors,Ireland,http://www.ucd.ie/
Plekhanov Russian University of Economics,International Commerce,Bachelors,Russia,http://www.rea.ru
Queen's University Belfast,MSc International Public Policy,Masters,,https://www.qub.ac.uk/?utm_source=TopUni&utm_medium=Profile&utm_campaign=SMCQSTU18&utm_content=HomePageLink
Rochester Institute of Technology (RIT),Film and Animation MFA,Masters,United States,http://www.rit.edu?utm_source=QS&utm_medium=college-directory&utm_campaign=em-international&utm_content=overview
The University of Auckland,Chemical Sciences,Masters,New Zealand,http://www.auckland.ac.nz
UCL,Sports Dentistry: Oral Health in Sport MSc,Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
University of Reading,BA Classical and Medieval Studies,Bachelors,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
Universitat Politecnica de Valencia,Master's Degree in Landscape Architecture,Masters,Spain,http://www.upv.es
Abu Dhabi University,Bachelor of Science in Electrical Engineering (ABET Accredited),Bachelors,United Arab Emirates,https://www.adu.ac.ae/
The London School of Economics and Political Science (LSE),MSc Culture and Conflict in a Global Europe,Masters,United Kingdom,http://www.lse.ac.uk/study-at-lse?utm_source=qs&utm_medium=website&utm_campaign=qs_website&utm_content=qswebsite_main_study
Universitat Autònoma de Barcelona,Bachelor's Degree in Sociology,Bachelors,Spain,http://www.uab.cat/en/
Sunway University,BSc (Hons) in International Business,Bachelors,Malaysia,https://university.sunway.edu.my/
Macquarie University,Bachelor of Human Sciences (Cognitive and Brain Sciences),Bachelors,Australia,http://www.mq.edu.au
Heriot-Watt University,MA (Hons) Finance,Bachelors,United Kingdom,http://www.hw.ac.uk
Pontificia Universidad Católica Argentina,International Seminar: Parliamentary Diplomacy,Masters,Argentina,http://www.uca.edu.ar
National Taiwan Ocean University,"Graduate Program, PhD, Department of Electrical Engineering",PHD,Taiwan,https://english.ntou.edu.tw/bin/home.php
"Stony Brook University, State University of New York","Psychology, BA,BS",Bachelors,United States,http://www.grad.stonybrook.edu
Alma Mater Studiorum - University of Bologna,Bachelor of Social Work,Bachelors,Italy,http://www.unibo.it/en/
University of Louisville,Biology (BS),Bachelors,United States,https://qs.topuniversities.com/university-of-louisville
University of Milan,Environment and Workplace Prevention Techniques,Bachelors,Italy,https://www.unimi.it/en
UCL,Danish and Finnish BA,Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Heriot-Watt University,MEng Mechanical Engineering,Bachelors,United Kingdom,http://www.hw.ac.uk
University of Reading,BSc Business and Management,Bachelors,United Kingdom,https://www.reading.ac.uk/?utm_source=ap&utm_medium=web&utm_campaign=qs
Vrije Universiteit Amsterdam,Clinical and Developmental Psychopathology (Research Master),Masters,Netherlands,https://vu.nl/en
George Mason University,BS in Integrative Studies/Accelerated MAIS in Interdisciplinary Studies (Folklore Studies Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
ESCP Business School - Berlin,Executive MBA,,['Germany'],http://www.escp.eu
McGill University,Master of Science (M.Sc.) Experimental Surgery (Thesis): Digital Health Innovation,Masters,Canada,https://www.mcgill.ca/
Università degli Studi di Pavia,International Business and Economics,Masters,Italy,https://web-en.unipv.it/
National Research University Moscow Power Engineering Institute (MPEI),Sustainable thermal and energy systems,Masters,Russia,http://www.mpei.ru
National University of Singapore (NUS),Master of Laws (Asian Legal Studies),Masters,Singapore,http://www.nus.edu.sg/
"Haskayne School of Business, University of Calgary ",Sustainable Energy Development,Masters,Canada,https://haskayne.ucalgary.ca/
University of Nicosia,Business Administration: Information Systems and Social Media,Bachelors,Cyprus,https://www.unic.ac.cy
University of Wolverhampton,BEng (Hons) Automotive Engineering,Bachelors,United Kingdom,http://www.wlv.ac.uk/international
Complutense University of Madrid,Commerce,Bachelors,Spain,http://www.ucm.es
Università degli Studi di Pavia,Applied Geological Sciences,Masters,Italy,https://web-en.unipv.it/
University of Kent,Human Biology and Behaviour - BSc (Hons),Bachelors,United Kingdom,https://www.kent.ac.uk/?utm_source=QS&utm_medium=paid_referrer&utm_content=main-profile&utm_campaign=PGINT2022
Macquarie University,Bachelor of Arts / Bachelor of Education (Secondary) (Italian Studies),Bachelors,Australia,http://www.mq.edu.au
The Hong Kong University of Science and Technology,HKUST-SKOLKOVO Executive MBA Program for Eurasia,,['Hong Kong SAR'],http://www.ust.hk
University of West Alabama,Master of Science in Guidance and Counseling,Masters,United States,https://online.uwa.edu/my/online-degree/?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Macquarie University,Bachelor of Engineering (Honours) in Software Engineering,Bachelors,Australia,http://www.mq.edu.au
University of Hull,BA Music,Bachelors,United Kingdom,http://www.hull.ac.uk
Universidad de los Andes,Doctoral Program in Science - Biology,Masters,Colombia,https://uniandes.edu.co
University of Nicosia,Electrical Engineering (PhD),PHD,Cyprus,https://www.unic.ac.cy
University of New Haven,Bachelor of Science in Civil Engineering,Bachelors,,https://landing.onlinedegrees.newhaven.edu/brand-af/?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
York University,Linguistics & Applied Linguistics,Masters,Canada,http://www.yorku.ca
University of Portsmouth,International Trade and Business Communication BA (Hons) (3 years),Bachelors,United Kingdom,https://www.port.ac.uk/
RMIT University,Master of Urban Planning and Environment,Masters,Australia,http://www.rmit.edu.au/study-with-us/international-students?utm_medium=web&utm_source=QS&utm_campaign=INT_Sub&utm_content=Profile_page
Lund University,Master's Programme in Fine Arts and Artistic Research,Masters,Sweden,https://www.lunduniversity.lu.se/home
Gabelli School of Business,MS in Applied Statistics and Decision-Making,Masters,United States,https://www.fordham.edu/info/20447/gabelli_school_of_business
University of Bristol,PhD Robotics and Autonomous Systems,PHD,,https://www.bristol.ac.uk/?utm_source=topuniversities.com&utm_medium=referral&utm_campaign=listings
Universidad de La Salle,Optometry,Bachelors,Colombia,http://www.unisalle.lasalle.edu.co
UCL,"Aquatic Conservation, Ecology and Restoration MSc",Masters,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
UCL,Economics and Geography BSc (Econ),Bachelors,United Kingdom,https://www.ucl.ac.uk/prospective-students/graduate/change-your-world?utm_source=qs&utm_medium=affiliate&utm_campaign=vpee_pgt_always_on&utm_content=profile
Imam Abdulrahman Bin Faisal University (IAU),Bachelor of Public Health,Bachelors,Saudi Arabia,https://www.iau.edu.sa/ar
Queensland University of Technology (QUT),Bachelor of Pharmacy (Honours),Bachelors,Australia,https://www.qut.edu.au/
York University,Social Work (Two-year),Masters,Canada,http://www.yorku.ca
RMIT University,Associate Degree in Screen and Media Production,Bachelors,Australia,http://www.rmit.edu.au/study-with-us/international-students?utm_medium=web&utm_source=QS&utm_campaign=INT_Sub&utm_content=Profile_page
Universidad de Guadalajara (UDG),Master of Science in Bioengineering and Intelligent Computing,Masters,Mexico,http://www.udg.mx/en
Universidad de las Américas Puebla (UDLAP),Communications and Media Production,Bachelors,Mexico,http://www.udlap.mx/inicio.aspx?idioma=2
Bogor Agricultural University,Nutrition and Feed Technology,Bachelors,Indonesia,https://ipb.ac.id/
University of Mataram,Master Of Education Administration,Masters,Indonesia,http://www.unram.ac.id
Pace University - New York,"Childhood Education and Teaching English to Speakers of Other Languages (TESOL), MSt",Masters,United States,http://www.pace.edu
Central European University,"BA in Culture, Politics and Society",Bachelors,Austria,https://www.ceu.edu
University College Dublin,Master of Psychological Science FT,Masters,Ireland,http://www.ucd.ie/
"Haskayne School of Business, University of Calgary ",Master of Management (MMgmt),Masters,Canada,https://haskayne.ucalgary.ca/
Cranfield University,Computer and Machine Vision option - MSc in Computational and Software Techniques in Engineering,Masters,United Kingdom,http://www.cranfield.ac.uk
Sapienza University of Rome,Architecture (Conservation),Masters,Italy,https://www.uniroma1.it/en
John Hopkins Carey Business School,JD / MBA,Masters,United States,https://carey.jhu.edu/explore-carey-qs
Loughborough University,"Pharmaceutical Science and Medicinal Chemistry MSc, PGDip, PGCert",Masters,United Kingdom,http://www.lboro.ac.uk
Queensland University of Technology (QUT),Master of Psychology (Educational and Developmental),Masters,Australia,https://www.qut.edu.au/
SRM Institute of Science and Technology,Radio Diagnosis,Masters,India,https://www.srmist.edu.in/
University of Glasgow,Classics/Business & Management (SocSci),Masters,United Kingdom,https://landing.online.gla.ac.uk/?utm_source=QS&utm_medium=Listing&utm_campaign=Profile_brand_QS
"Stony Brook University, State University of New York","Economics, BA",Bachelors,United States,http://www.grad.stonybrook.edu
Vellore Institute of Technology (VIT),Industrial Design,Bachelors,India,http://www.vit.ac.in
University of Mataram,Environmental Science,Bachelors,Indonesia,http://www.unram.ac.id
Macao Institute for Tourism Studies (IFTM),Bachelor of Science in Hotel Management,Bachelors,,http://www.iftm.edu.mo/
George Mason University,BS in Economics/Accelerated MAIS in Interdisciplinary Studies (Energy and Sustainability Concentration),Bachelors,,https://landing.masononline.gmu.edu/brand-af?utm_source=qs&utm_campaign=topuniversities&utm_content=Profile&utm_term=QS
Alma Mater Studiorum - University of Bologna,Bachelor of Fashion Cultures and Practices,Bachelors,Italy,http://www.unibo.it/en/
University of Waikato,Doctor of Philosophy (Social Policy),PHD,New Zealand,http://www.waikato.ac.nz
Swansea University,"War and Society, MA",Masters,United Kingdom,https://www.swansea.ac.uk/?utm_source=qs&utm_medium=profile&utm_campaign=international20
The University of Sydney,Bachelor of Engineering Honours and Bachelor of Project Management,Bachelors,Australia,https://sydney.edu.au/
European University Cyprus,Psychology,Bachelors,Cyprus,http://www.euc.ac.cy
Universidad Anáhuac México,Bachelor of International Tourism,Bachelors,Mexico,http://www.anahuac.mx/mexico/en
The University of Edinburgh,Acoustics and Music Technology (MSc),Masters,United Kingdom,https://www.ed.ac.uk/studying?utm_source=TopUniversities&utm_medium=InstProfile&utm_campaign=InstitutionProfiles&utm_content=WebsiteURL
